ASIN,brand,url,images,title,star,color,color_pic,comment,price_low,price_high,feature
B07N86WMY7,NIKE,https://www.amazon.com/Nike-Unisex-Adults-Mercurial-Superfly/dp/B07N86WMY7/ref=sr_1_46?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459160&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-46,"https://images-na.ssl-images-amazon.com/images/I/41pTbimZGeL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/416VagmXveL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51Xijy%2BVrZL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41DxG%2B-K3zL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41g%2B5iSs2xL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41zQJbK4%2BOL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41zEFC3N8nL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",NIKE Superfly 6 Elite Fg 男款 Ah7365-060,4.4,"Graphite, Thunder Grey,Black,Black/Metallic Vivid Gold,Total Orange,Black/Total Orange-white,Wolf Grey/Light Crimson,Flash Crimson/Chrome/Dark Grey/Black,Volt Black 701,Clear Jade","https://images-na.ssl-images-amazon.com/images/I/41pTbimZGeL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41E9M8pWONL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/414iTW2TkGL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/417bQWN15YL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/4166xHUJjML._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41lK65GwDqL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41kf06BEpCL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41QmUVA-aSL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41DoidB4GjL._SS47_.jpg",37,"TWD 2,781.03","TWD 9,745.21","皮革
							
						
 
							Fabric sole
							
						
 
							美國尺寸
							
						
 
							正版 Nike Gear 保證"
B07MH8HTRN,Nike,https://www.amazon.com/Nike-Mercurial-Superfly-Academy-Shoes/dp/B07MH8HTRN/ref=sr_1_47?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459160&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-47,"https://images-na.ssl-images-amazon.com/images/I/41qVZIoL7oL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41h-CQp1qjL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/410hFHMJoHL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41lapZiGeZL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41Os06KaQ0L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51AjrQuQRNL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41aaURK9yOL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike 男性 Mercurial Superfly 7 Academy Turf,,,,,"TWD 2,357.08","TWD 2,946.02","基於耐克運動研究實驗室對運動員運動的分析，橡膠外底設計用於在草坪上提供多向牽引力
							
						
 
							柔軟的合成材料從腳跟到腳趾有紋理，讓您以高速方式創造力
							
						
 
							舒適的內襯和動態合身領一起包覆您的腳，提供第二皮合身"
B07DCN3YQC,Nike,https://www.amazon.com/NIKE-Hypervenom-Elite-AJ3803400-Black-Blue/dp/B07DCN3YQC/ref=sr_1_48?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459160&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-48,"https://images-na.ssl-images-amazon.com/images/I/41kFjyCXQPL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41pTTKMXjUL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41lhLqyTY9L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/316ReuEGImL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41q2ZLl6bwL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41oye4nSjwL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41lOrkt7U7L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike Hypervenom Phantom III Elite Dynamic Fit Soccer Cleats Firm ground 足球鞋,5.0,,,3,"TWD 4,908.95","TWD 13,716.89","Synthetic
							
						
 
							Fabric sole
							
						
 
							Flyknit 鞋面整合了高透氣性、支撐性和可伸縮性區域
							
						
 
							一體式無調設計，但消除了接縫，更加貼合和功能
							
						
 
							動態合身領打造無縫襪子般合身
							
						
 
							Flywire 電纜包裹中腳，確保橫向切削時的穩定性
							
						
 
							泡沫艙在打擊區阻尼衝擊和返回能量，當你玩"
B07GTCQF9N,PUMA,https://www.amazon.com/PUMA-Sneaker-Green-Gecko-Black-Charcoal/dp/B07GTCQF9N/ref=sr_1_49?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-49,"https://images-na.ssl-images-amazon.com/images/I/41KZRUgyKXL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51qWnQbm6JL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/512SVfJNdFL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41u8zW7jbUL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41heH5G7emL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/414ppt0JHwL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51lmVOh-syL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",PUMA Men's One 19.4 Fg/Ag 運動鞋,,,,,TWD 569.63,"TWD 1,197.85","合成纖維
							
						
 
							Imported
							
						
 
							Synthetic sole
							
						
 
							軸測量約 low-top 從拱門
							
						
 
							足球表演
							
						
 
							PUMA One 手錶 男性 石英機芯 黑色"
B01CPXF2UW,Nike,https://www.amazon.com/Nike-Bravata-Firm-Ground-Soccer-Cleat/dp/B01CPXF2UW/ref=sr_1_50?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-50,"https://images-na.ssl-images-amazon.com/images/I/51XyGGw4vWL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51SonqHMX6L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41Bw6E%2BmxAL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41vSQqQD5YL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51Xw4r%2BSh2L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike Jr. Bravata II (FG) Firm-Ground Soccer Cleat,4.4,"Pink Blast/Black,Black/Volt,Pink/Black","https://images-na.ssl-images-amazon.com/images/I/51XyGGw4vWL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51ooWcGxYgL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51uxsVbVTfL._SS47_.jpg",56,TWD 909.44,"TWD 2,401.93","Synthetic
							
						
 
							comfort sole
							
						
 
							Synthetic leather upper provides durability and a soft touch.
							
						
 
							Micro-textured upper helps improve ball control at high speeds.
							
						
 
							Asymmetrical lacing system expands the ball control area."
B01NB9BSF3,DREAM,https://www.amazon.com/DREAM-PAIRS-Flexible-Athletic-Football/dp/B01NB9BSF3/ref=sr_1_51?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-51,"https://images-na.ssl-images-amazon.com/images/I/51jTmyY78-L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51zsKYn%2B2DL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41gbhsPPaRL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51kXupDoM6L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51Fo3ODW3tL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51HnE1e5KuL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",DREAM PAIRS Men's Cleats Football Soccer Shoes,4.4,"471/Black/Grey,471/Orange/Black/Lemon Green,471/Red/Royal/Lemon Green,471/Sivler/Orange/Black,860/Black/Grey,860/Grey/Orange/Black,860/N. Green/Black/Royal,860/Red/Black/Grey,860/Royal/N. Green/Black,471/Black/Lemon Green/Red,471/Royal/Lemon/Green,Neon Green Black,Orange/Navy,Black Neon Green,Royal Black,Black/Dark Grey,Red Black,Black/Lemon Green/Red,Royal/Lemon Green","https://images-na.ssl-images-amazon.com/images/I/41RlR9u9rZL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/413yqX02scL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41j7egkyhLL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41ozXp4KSqL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41JRhfgddML._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/416rACnGtDL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/4106lRslCxL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41%2BNkPIKBUL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41F-XY9IylL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41-qB7sDEyL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41KR8L3H6NL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41m5-1bjvZL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41jRxLZXxzL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41SIvl4R-2L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51jTmyY78-L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41dV1WN9vSL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41tdPS9uz9L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41-qB7sDEyL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41KR8L3H6NL._SS47_.jpg",289,TWD 752.63,TWD 850.84,"Man Made Material
							
						
 
							Synthetic Sole
							
						
 
							Lightweight,soft and comfortable design
							
						
 
							Cushioned insole for addded comfort
							
						
 
							Premium DP combination upper offers comfort & maximum durability
							
						
 
							Rubber molded cleats with Rotational Traction configuration"
B071VS8796,adidas,https://www.amazon.com/adidas-Originals-Super-Soccer-Metallic/dp/B071VS8796/ref=sr_1_52?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-52,"https://images-na.ssl-images-amazon.com/images/I/41CuYZRq4eL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41o8Ma9bydL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41orNjVM1eL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/4110c3uREUL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41eWX8tysQL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41CEY1DpkJL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41D7XQfM%2BeL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",adidas Originals 男款 Copa Super 足球鞋,4.1,"Black/White/Gold Metallic,White/White/Gold Metallic","https://images-na.ssl-images-amazon.com/images/I/41CuYZRq4eL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41rSej3GHNL._SS36_.jpg",72,"TWD 1,020.75","TWD 3,794.24","皮革與人造布料
							
						
 
							Imported
							
						
 
							Rubber sole
							
						
 
							軸測量約 low-top 從拱門
							
						
 
							adidas
							
						
 
							進口"
B07KN9FGH5,adidas,https://www.amazon.com/adidas-Predator-Soccer-Silver-Metallic/dp/B07KN9FGH5/ref=sr_1_53?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-53,"https://images-na.ssl-images-amazon.com/images/I/41i5Nz4SrkL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41zBR18PdNL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41ZiSrFYysL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31kaUcifoYL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31MMWzudBOL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41b9lAev7IL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41Fct7X1CNL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",adidas 男款 Predator 19.3 Tf,4.4,"Active Red/Black/Solar Red,Active Red/Solar Red/Black,Black/Black/Active Red,Black/White/Black,Bold Blue/Silver Metallic/Active Red,Grey/White/Bold Blue,Medium Grey Heather Solid Grey/White/Black,White/Bold Blue/Black,Silver Metallic/Black/Hi-res Red,Bright Cyan/Black/Solar Yellow,Black/Black/Gold Metallic","https://images-na.ssl-images-amazon.com/images/I/41zla5j-CmL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/416LWRHb%2BJL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/317dAgGek3L._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41dOBc%2BAhNL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41JTuzjTBCL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41z2eV7XGGL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/31qQwGy6-4L._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/417joGJd4-L._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41i5Nz4SrkL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41ixJtq6uJL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41DqAQySmHL._SS36_.jpg",53,"TWD 1,280.68","TWD 5,270.69","織品和合成
							
						
 
							Imported
							
						
 
							Rubber sole
							
						
 
							阿迪達斯真品
							
						
 
							進口"
B07D75N787,adidas,https://www.amazon.com/adidas-Ground-Black-White-Active/dp/B07D75N787/ref=sr_1_54?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-54,"https://images-na.ssl-images-amazon.com/images/I/41ay1fpx5VL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41mi7bKENwL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41KLgHMfRgL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/418IvDIq0CL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31XH61l91IL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31yqIn9VK-L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41BgdlLpPTL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",adidas 男款 X 18.4 堅硬地面足球鞋,4.4,"Active Red/Silver Metallic/Bold Blue,Black/Off White/Active Red,Football Blue/Solar Yellow/Black,Solar Yellow/Black/White,Off White/White/Gold Metallic","https://images-na.ssl-images-amazon.com/images/I/415urMmBfjL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41ay1fpx5VL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41yIkvMLnDL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/411I3jgk1HL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/31biaIWcp3L._SS36_.jpg",49,"TWD 1,264.31","TWD 4,091.82","人造
							
						
 
							Imported
							
						
 
							Synthetic sole
							
						
 
							軸測量約 low-top 從拱門
							
						
 
							採用傳統鞋舌結構，簡約 Clawcollar
							
						
 
							合成鞋面輕盈
							
						
 
							舒適合身，足部支撐和舒適
							
						
 
							在堅固的地面 (天然乾草)、人造草 (長刀合成纖維) 和堅硬的地面上靈活移動。"
B07NPC356R,Nike,https://www.amazon.com/Nike-Vapor-Elite-Black-Gold/dp/B07NPC356R/ref=sr_1_55?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-55,"https://images-na.ssl-images-amazon.com/images/I/41HwREZgt5L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike Vapor 12 Elite FG Firm ground 成人 42 足球鞋,5.0,"Black Vivid Gold 077,Black, Gold","https://images-na.ssl-images-amazon.com/images/I/41HwREZgt5L._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41HwREZgt5L._SS36_.jpg",2,"TWD 4,582.88","TWD 9,657.15",
B07MP3Z7DV,Nike,https://www.amazon.com/Nike-Superfly-Academy-TF-Blue/dp/B07MP3Z7DV/ref=sr_1_56?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-56,"https://images-na.ssl-images-amazon.com/images/I/51XICSempOL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51M0Me-5mnL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51TuvJxKzAL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/517YNxPMQyL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51IwEnkE%2BUL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike Men's Mercurial Superfly 6 Academy TF,,,,,"TWD 2,357.08","TWD 3,249.82","Based on Nike Sports Research Lab analysis of player movements, the rubber outsole is designed to provide multidirectional traction on turf
							
						
 
							Soft synthetic material is textured from heel to toe to give you the touch you need for creativity at high speeds
							
						
 
							A comfortable lining and Dynamic Fit collar work together to wrap your foot and provide a second-skin fit"
B07DVKN3DV,New,https://www.amazon.com/New-Balance-Classic-Soccer-White/dp/B07DVKN3DV/ref=sr_1_57?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-57,"https://images-na.ssl-images-amazon.com/images/I/319wijXEqwL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31pP-cKlnAL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/313GcUjnZqL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31eYfJpuwTL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31EdlUcJZ6L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31aPFiNs4aL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/319cNMixsPL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",New Balance 男款 442 Pro V1 經典足球鞋,3.5,"Black/White,Green/White,Royal/White,Scarlet/White,White/Black","https://images-na.ssl-images-amazon.com/images/I/41zSe6%2BjlJL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41X8-tJ5omL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/410xJZCRGGL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/419B2zzGhBL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/319wijXEqwL._SS36_.jpg",2,TWD 826.29,"TWD 4,910.26","皮革與織品
							
						
 
							Imported
							
						
 
							Synthetic sole
							
						
 
							軸測量大約 low-top」從拱門
							
						
 
							皮革
							
						
 
							Tbd"
B077XF8G1D,adidas,https://www.amazon.com/adidas-Ground-Soccer-Solar-Yellow/dp/B077XF8G1D/ref=sr_1_58?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-58,"https://images-na.ssl-images-amazon.com/images/I/41gyJgy4C3L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41e0dBRdqBL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41zsWbvPAjL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41IArSxd0CL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41g7O8fAxvL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41Wti-2w5nL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41pojaPRvCL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",adidas 男款 X 18.3 堅硬地面足球鞋,4.3,"Active Red/Silver Metallic/Bold Blue,Black/Off White/Grey,Football Blue/Solar Yellow/Black,Solar Yellow/Black/White,Off White/White/Black,Blue","https://images-na.ssl-images-amazon.com/images/I/41nDusNhM1L._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41MyZbh40NL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41T0Ko6qDyL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41gyJgy4C3L._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/31DmUfBnLfL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/412WOPODcOL._SS36_.jpg",54,"TWD 1,166.43","TWD 3,770.02","人造
							
						
 
							Imported
							
						
 
							Synthetic sole
							
						
 
							軸測量約 low-top 從拱門
							
						
 
							低筒剪裁搭配標誌性的 Clawcollar 造型，鎖住雙腳進入靴子，以獲得持久的穩定性和支撐力
							
						
 
							Match-long 舒適和真正觸感的輕盈雙層網眼鞋面，伸縮您的雙腳
							
						
 
							輕盈 TPU 大底提供高速與牽引力之間的最佳平衡
							
						
 
							Arrowhead 前足鉚釘結合圓跟鉚釘，可在堅固的地面上快速啟動和停止。"
B07HDRH1GD,Nike,https://www.amazon.com/Nike-Phantom-Venom-Soccer-Cleats/dp/B07HDRH1GD/ref=sr_1_59?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569459490&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-59,"https://images-na.ssl-images-amazon.com/images/I/41ZHlae21VL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41ZHlae21VL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31bE2hBExgL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41bMdCYY8CL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/418-5075SxL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31eFr9NAEqL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike 男款Phantom Venom Pro FG 足球鞋扣（白色/黑色/賽車藍色）,4.5,,,2,"TWD 1,792.04","TWD 6,703.27","款式編號：AO8738-104
							
						
 
							鞋跟由合成皮革製成，襯裡確保舒適和支撐。
							
						
 
							具有 tpu 區域的超反應性大底允許適量的穩定性、靈活性和運動。
							
						
 
							腳踏上的脊有助於實現控制。
							
						
 
							這款足球鞋的技術是專爲臨牀前鋒設計的，使用精度和力量完成比賽。"
