ASIN,brand,url,images,title,star,color,color_pic,comment,price_low,price_high,feature
B07BSS9MTP,Nike,https://www.amazon.com/Nike-Force-Trout-Baseball-Cleat/dp/B07BSS9MTP/ref=sr_1_48?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436632&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-48,"https://images-na.ssl-images-amazon.com/images/I/41-Wba-18nL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike Kids Force Trout 5 Pro MCS Baseball Cleat,4.8,"White/Black/Pure Platinum,Black/White/Oil Grey,Wolf Grey/Black/Pure Platinum,Blue/White/Black,White/Gym Blue","https://images-na.ssl-images-amazon.com/images/I/419Z71ObXML._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41-Wba-18nL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41zBPnj7CAL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41HqhJ0pJ2L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41M49iurqzL._SS47_.jpg",8,"TWD 1,041.37","TWD 3,563.45","合成纖維
							
						
 
							模塑鞋面提供支撐和耐用性。
							
						
 
							輕盈泡沫中底可讓您踏步。
							
						
 
							TPU 板有助於提供多方向牽引力。"
B01JZ01L4E,Mizuno,https://www.amazon.com/Mizuno-Players-Trainer-Ankle-High-Baseball/dp/B01JZ01L4E/ref=sr_1_49?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-49,"https://images-na.ssl-images-amazon.com/images/I/41O3J21tyaL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31eFoS6-zOL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41CS8EmitfL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31o1wnx8qpL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41-rvx0XL3L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Mizuno Players Trainer Mens Baseball Training Shoes Size 16,,,,,"TWD 1,297.05",,"Synthetic-Mesh
							
						
 
							Hecho en EE. UU. o importado
							
						
 
							Fashion Trend: Ankle-High Mesh Baseball Shoe"
B004V5361U,3N2,https://www.amazon.com/3N2-Mens-Umpire-Shoe-Reaction/dp/B004V5361U/ref=sr_1_50?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-50,"https://images-na.ssl-images-amazon.com/images/I/415y3LBpG-L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/61u5NBXEzTL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/61q5to-erhL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/71rcfdiRQUL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51vW7gGJh5L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/61OQoisUh-L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",3N2 Umpire Reaction Field Lo - 黑色 - D & EE 寬,4.1,,,49,"TWD 1,741.29","TWD 2,935.55","合成纖維
							
						
 
							耐用高度拋光 100% 真皮表面處理
							
						
 
							這款 Ultimate Umpire 草皮鞋具備額外支撐、抓握和舒適性，適合雙頭人士
							
						
 
							市場上最輕的球場鞋
							
						
 
							商標 中底 / 外底經過特別設計，減少與遊戲後行動相關的膝蓋和關節疼痛。
							
						
 
							專為減少污垢堆積而設計，易於清洗。"
B07BYK5ZS4,Nike,https://www.amazon.com/Nike-Lunar-Ultrafly-Baseball-Cleats/dp/B07BYK5ZS4/ref=sr_1_51?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-51,"https://images-na.ssl-images-amazon.com/images/I/41hMX7GECmL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike Men's Lunar Vapor Ultrafly Elite 2 Baseball Cleats: White/Silver (7 D US),,,,,,,"Mesh upper with skin overlays for breathable durability
							
						
 
							Asymmetrical tongue and lacing help secure the lateral side of the foot
							
						
 
							Computer-generated stitching pattern in the midfoot and heel optimizes containment
							
						
 
							Hybrid traction pattern consists of 6 metal studs and 2 TPU studs
							
						
 
							Traction swirls molded into the plate and traction wings on the sides engage with the ground during pivoting movements"
B07BYVFVZ2,Nike,https://www.amazon.com/Nike-Alpha-Huarache-Baseball-Cleats/dp/B07BYVFVZ2/ref=sr_1_52?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-52,"https://images-na.ssl-images-amazon.com/images/I/41VXzp%2B2ZvL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41daiw86wlL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/417NnzGvO9L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51-m-tCI35L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41%2Bt56Ff6ML._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike Men's Alpha Huarache Elite 2 Turf Baseball Cleats,4.3,,,3,"TWD 2,703.11","TWD 4,581.57","Lunarlon foam in the midsole cushions on impact
							
						
 
							Mesh and no-sew upper provides comfortable containment
							
						
 
							Internal pads cup the heel on both sides for a secure, comfortable fit
							
						
 
							Gore-strap tongue helps prevent debris from getting inside the shoe"
B07DPH6CCJ,Mizuno,https://www.amazon.com/Mizuno-Dominant-Surface-Baseball-White/dp/B07DPH6CCJ/ref=sr_1_53?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-53,"https://images-na.ssl-images-amazon.com/images/I/41LUi-z0UQL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51xNPB2QzlL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41nR6wmw4qL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51v97rM6ICL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51kEXw4R2WL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/519yo-UtbNL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51ZLJq7t1BL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Mizuno Dominant AS,4.4,"Black/White,Charcoal/Black,Navy/White","https://images-na.ssl-images-amazon.com/images/I/41rnryQTRxL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/415sUz8YdcL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41LUi-z0UQL._SS36_.jpg",15,"TWD 2,060.48","TWD 2,781.03",
B01MRZMFG3,adidas,https://www.amazon.com/adidas-Freak-Carbon-Baseball-Medium/dp/B01MRZMFG3/ref=sr_1_54?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-54,"https://images-na.ssl-images-amazon.com/images/I/41989zSst%2BL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/513HcZ9-W7L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51W8PBG6ZhL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/315J1aJE9OL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41B%2BqRGJIZL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41KVXKrc6FL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51n6awApIdL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",adidas 男性 Freak X 碳中號棒球鞋,3.5,"White/Metallic Silver/Light Grey,Black/White/Onix,Power Red/White/Red,Collegiate Royal/White/Blue,Onix/White/Metallic Silver","https://images-na.ssl-images-amazon.com/images/I/41uDp%2BgFN4L._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41989zSst%2BL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41KLm9jGM8L._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41gkNXpL8yL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41J5J4ABR-L._SS36_.jpg",46,"TWD 1,400.17","TWD 4,419.52","合成纖維
							
						
 
							Imported
							
						
 
							Rubber sole
							
						
 
							軸測量約 mid-top 從拱門
							
						
 
							透氣網眼鞋面
							
						
 
							内部靴子结构，增加脚踝支持
							
						
 
							鞋面上有高效的印花覆蓋 提供無縫支撐耐用疊層可防磨損、輕盈、彈性支撐
多运动训练器带有长曲棍球和橄榄球交叉使用"
B07HMP2YB5,New,https://www.amazon.com/New-Balance-L4040AS5-White/dp/B07HMP2YB5/ref=sr_1_55?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-55,"https://images-na.ssl-images-amazon.com/images/I/41-V5Yj%2BgrL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",New Balance 4040v5 Hero Cleat - 男款棒球,5.0,,,1 位客戶評價,"TWD 4,908.95","TWD 6,036.74","合成纖維
							
						
 
							Kenetic Stich design Cover case 黑色
							
						
 
							鞋頭上的 TPU 薄膜覆蓋，耐用性
							
						
 
							合成磨砂鞋面與穿孔
							
						
 
							全長 REVlite 中底提供響應舒適度
							
						
 
							薄、彈性、成型泡沫舌頭增強舒適度"
B01MY0H787,adidas,https://www.amazon.com/adidas-Carbon-Baseball-Collegiate-Silver/dp/B01MY0H787/ref=sr_1_56?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-56,"https://images-na.ssl-images-amazon.com/images/I/519cmxTftEL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51ql7dZSwcL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51vTmEkCtbL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41P%2BzzZd8nL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41BxydC1UzL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41480pzeGuL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51Ohp9bvjiL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",adidas 男性 Freak X 碳中號棒球鞋,4.7,"Ftwr White, Silver Met., Dark Green,White, Silver Met., Light Grey,Core Black, Silver Met., Ftwr White,Onix, Silver Met, Light Grey,Collegiate Royal, Silver Met., Ftwr White,Black/White/Metallic/Silver,Power Red, Silver Met., Ftwr White,Core Black, Silver Met., Collegiate Gold,Maroon, Silver Met., Ftwr White,Black/White/Collegiate Gold,Core Black, Silver Met., Collegiate Orange,Black/White/Collegiate Orange,Collegiate Royal/White/Silver Metallic,White, Silver Met, Light Grey,Collegiate Navy/White/Silver Metallic,Collegiate Royal, Silver Met, Ftwr White","https://images-na.ssl-images-amazon.com/images/I/51jGtmIvPxL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/417ECINS92L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51NF90eLVkL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/515w72TRcnL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/519cmxTftEL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41pNsh9TMUL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51qHqCXksEL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51cZsvgtorL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51DpUcLopRL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/411%2BspsdnDL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51rkXzSd1pL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41jjLe71toL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51lCpLOzF5L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/417ECINS92L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/4185NxlxFhL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/519cmxTftEL._SS47_.jpg",56,"TWD 1,309.49","TWD 3,175.51","皮革
							
						
 
							Imported
							
						
 
							Rubber sole
							
						
 
							優質磨砂鞋面，鑽石穿孔與亮面棒球縫線圖案
							
						
 
							IRONSKIN 鞋頭覆蓋增加耐磨性
							
						
 
							舒適的織布內襯
							
						
 
							LITESTRIKE EVA 中底比傳統中底更輕盈
							
						
 
							內部柄提供足中支撐和扭轉剛度"
B07BYWZYMY,Nike,https://www.amazon.com/Nike-Lunar-Ultrafly-Baseball-Cleats/dp/B07BYWZYMY/ref=sr_1_57?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-57,"https://images-na.ssl-images-amazon.com/images/I/41PjA9IAxEL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/418uMnaAC5L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51-iKnFeqoL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31TXhmhP6tL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike 男款 Lunar Vapor Ultrafly Elite 2 棒球鞋,5.0,"White/White,Gym Blue/White-midnight Navy,Blue/Navy,Black/Orange,White,Blue/White,White/Green","https://images-na.ssl-images-amazon.com/images/I/41PjA9IAxEL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/416DMRCJ9pL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41EUJI2-sgL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/419ObIFnZZL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41hMX7GECmL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/31EDjrzQvmL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41NkQVHLEML._SS36_.jpg",4,TWD 871.46,"TWD 5,565.00","網眼鞋面與皮膚覆蓋，提供透氣的耐用
							
						
 
							中腳和腳跟計算機生成的縫合模式優化收容
							
						
 
							牽引漩渦成型成型，兩側牽引翅膀在旋轉運動期間與地面接觸
							
						
 
							牽引漩渦模成型，兩側的牽引翅膀與地面接觸，在動態運動期間提供額外支撐
							
						
 
							不對稱的舌頭和鞋帶提供橫向支撐，而混合螺栓圖案提供出色的牽引力"
B076S6LNY9,Under,https://www.amazon.com/Under-Armour-Harper-Metal-Baseball/dp/B076S6LNY9/ref=sr_1_58?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-58,"https://images-na.ssl-images-amazon.com/images/I/41g%2B4uzoYfL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41dtR7-xz-L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41QYpP8-vOL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41GhVgBw1XL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/314UHwYZ18L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41rZfyls%2BKL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41WsN1Ds0kL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Under Armour 男款 Harper 3 中聖金屬棒球鞋,4.0,"Black/Black,White/White","https://images-na.ssl-images-amazon.com/images/I/41g%2B4uzoYfL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41zvySOIC9L._SS36_.jpg",5,"TWD 3,436.75","TWD 5,876.00","合成纖維
							
						
 
							Imported
							
						
 
							Synthetic sole
							
						
 
							軸測量約 mid-top 從拱門
							
						
 
							Under Armour 的使命是透過激情、設計與不斷創新，讓所有運動員都更出色
							
						
 
							從哪裡開始？ 一切始於打造卓越 T 恤的構想
							
						
 
							Under Armour 的男性、女性和青少年款式很複雜，但收穫的優點很簡單：炎熱時穿戴 HeatGear，寒冷時穿戴 ColdGear，以及極端之間的所有季節裝備"
B07NYVG6V6,adidas,https://www.amazon.com/adidas-Splash-Baseball-Cleats-White/dp/B07NYVG6V6/ref=sr_1_59?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-59,"https://images-na.ssl-images-amazon.com/images/I/41iZ%2B0gY7vL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41tg-4F5BlL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",adidas 男裝 Icon 4 Splash MD 棒球鞋,,"White/Black,White/Blue,White/Red","https://images-na.ssl-images-amazon.com/images/I/41iZ%2B0gY7vL._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41NTdWaTV8L._SS36_.jpg,https://images-na.ssl-images-amazon.com/images/I/41jzLKxnBtL._SS36_.jpg",,"TWD 1,041.37","TWD 2,053.28","上部珠水SPLASH效果，外觀一次
							
						
 
							磨砂鞋面提供耐用多季
							
						
 
							IRONSKIN 無縫印花鞋頭帽在腳趾拖拉關鍵區域提供磨損保護
							
						
 
							穿孔鞋面允許在溫暖的天氣條件下玩耍時透氣
							
						
 
							模塑橡膠外底提供多面抓地力，可在現場玩任何位置"
B06W55VMZY,Nike,https://www.amazon.com/NIKE-Alpha-Huarache-Keystone-Baseball/dp/B06W55VMZY/ref=sr_1_60?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-60,"https://images-na.ssl-images-amazon.com/images/I/41uTImJ61jL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41TKY1z8%2BZL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41tOm5MxZ-L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41FJwgbZKYL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",Nike Men's Alpha Huarache Keystone Mid Baseball Cleat,4.4,"University Red/White,Black/White/Wolf Grey,black/white,wolf grey/university red/white,University Red/Volt/White,wolf grey/black/white,wolf grey/game royal/white,Black/Volt/White,university red/white,Red,Black/White,Wolf Grey/Game Royal/White,cool grey/white/wolf grey,Wolf Grey/Game Orange-white","https://images-na.ssl-images-amazon.com/images/I/41GLQIUrnkL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41uTImJ61jL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51rc6aXMNpL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/51DUVrJaY8L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41zjSw-f2NL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41Wv4YfU1KL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41U70XVpkGL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41aFB%2B4%2BZIL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41GnIZ3etBL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41yL8Rcdl4L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/312NqvLNXWL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41U70XVpkGL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41qiQgaRUJL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41W8uo0zl0L._SS47_.jpg",71,"TWD 1,111.43","TWD 4,255.51","Synthetic
							
						
 
							Rubber sole
							
						
 
							Synthetic leather upper for lightweight support.
							
						
 
							Mesh collar and tongue ventilate for cool comfort.
							
						
 
							Solid rubber outsole has 12 carefully positioned cleats."
B07QPPFJ1Z,adidas,https://www.amazon.com/adidas-PowerAlley-Baseball-Shoes-Silver/dp/B07QPPFJ1Z/ref=sr_1_61?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-61,"https://images-na.ssl-images-amazon.com/images/I/415vj72-VpL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41w9z9vLc4L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",adidas 男款 PowerAlley 5 TPU 棒球鞋，成人，黑色/銀色/白色,3.0,,,4,"TWD 1,045.95","TWD 1,963.91","透氣透氣網布鞋面
							
						
 
							無接縫鞋頭帽在腳趾拖動區域提供卓越的耐磨性
							
						
 
							耐用的覆蓋層提供磨損保護和輕量彈性支撐
							
						
 
							LITESTRIKE EVA 中底比傳統中底更輕
							
						
 
							TPU 螺柱有助於提高多向牽引力、速度和性能"
B06Y2LBK1C,NIKE,https://www.amazon.com/NIKE-Force-Trout-Baseball-Cleat/dp/B06Y2LBK1C/ref=sr_1_62?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-62,"https://images-na.ssl-images-amazon.com/images/I/41xZvOW0GaL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",NIKE 男款 Force Air Trout 4 Pro 棒球鞋釘,4.4,"Black/White,Blue/White,Red/White,Game Royal/Game Royal-white,Black,Black/Black-white-black","https://images-na.ssl-images-amazon.com/images/I/41xZvOW0GaL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41NM2qdVb4L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41GB-CTm%2B6L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41WiGf5YnoL._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41lIXj42V0L._SS47_.jpg,https://images-na.ssl-images-amazon.com/images/I/41LFTUeCTqL._SS47_.jpg",20,"TWD 1,309.16","TWD 5,305.39","網布
							
						
 
							通用設計 TPU 板提供舒適性和抓地力。
							
						
 
							絕緣 Nike Air 單元提供舒適性，有助於吸收衝擊。
							
						
 
							加固中足皮肤，锁定稳定性。
							
						
 
							舌頭有助於阻擋污垢。
							
						
 
							Waterfall 項圈採用泡綿包覆領口上方，以增加腳踝緩衝。"
B01N0GJDVG,New,https://www.amazon.com/New-Balance-L4040v4-Baseball-Silver/dp/B01N0GJDVG/ref=sr_1_63?pf_rd_i=16225019011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=a8717793-9e88-48bb-b385-3487bae57557&pf_rd_r=A0Y4T1VK1Z4K6VG1HJJN&pf_rd_s=merchandised-search-left-2&pf_rd_t=101&qid=1569436962&rnid=10294506011&s=fashion-mens-intl-ship&sr=1-63,"https://images-na.ssl-images-amazon.com/images/I/51bvstoeRNL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51NxuoK8EVL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41-4qUnV%2BIL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41l41l1ewvL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41uQeMnllbL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41Zna5hox8L._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51y2iWn%2BzsL._AC_US40_.jpg,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",New Balance 4040v4 Low Men's Baseball Cleat L4040v4,4.5,,,21,"TWD 2,780.70","TWD 4,756.72","Synthetic
							
						
 
							Debris-free tongue
							
						
 
							Full-length REVlite RC midsole
							
						
 
							Metal cleats
							
						
 
							NB Baseball data driven platform
							
						
 
							Synthetic/nubuck upper"
